Revenue,Expenses,Employee_Count,Market_Share,Advertising_Spend,Product_Count,Customer_Satisfaction,Debt,Profit_or_Loss
603578.9956136517,729800.9002375801,2454.0,0.08787548008914452,35734.94891530924,49.0,8.16788618651147,170220.64622884546,Loss
124174.65284346863,805902.3770628752,3593.0,0.2479491171872222,29420.33946618369,48.0,8.381261607472036,495739.35300635634,Loss
816784.7426307597,371462.2741203384,799.0,0.1589462024013235,12975.835612596358,91.0,9.10642518716517,71071.12385892999,Profit
350880.98684321204,560727.245883613,1139.0,0.2156793269861025,41069.95277910049,79.0,9.818981823586672,20859.35243864534,Loss
89240.93406591458,856294.6083586079,3973.0,0.4793384297106547,5757.517683415975,79.0,2.019185079514552,192579.34967106028,Loss
990655.7689175443,606091.3539563719,2391.0,0.3195830959733596,33845.539678436595,56.0,3.470543944615674,44025.4476296153,Profit
902770.3466814497,811477.6692022935,4764.0,0.1557808291573455,30727.220969496346,87.0,6.675564136821995,191623.68249347378,Profit
205459.01221893085,617441.3483106078,1407.0,0.317929243859404,45047.17999413201,12.0,8.887321663690754,205795.87339539418,Loss
369569.8317795323,65857.55570977952,3556.0,0.2315555414306864,26819.405681927215,91.0,2.4608083552698217,319367.90551038,Profit
937350.5195821504,181210.2849915084,2509.0,0.47224637155715776,41130.22550719679,56.0,5.351914057453631,372071.4023643396,Profit
798365.4405469665,846703.6784045172,4289.0,0.18289403619425373,11549.482425711327,9.0,9.809080662098872,323899.07535692665,Loss
907348.0985675188,760620.6882000961,3169.0,0.2963925642852996,27720.448551867947,29.0,3.9792464999024566,353594.33936674264,Profit
566924.2806589629,383335.99822270725,4686.0,0.42621665229611627,27098.831578799767,37.0,5.419926240557852,184493.6471555482,Profit
250685.0582653971,149207.46650544993,4727.0,0.4798328440764979,15471.264379921826,21.0,7.24421986065629,228263.71295955905,Profit
2347829.9206437236,1456675.2061320364,4277.0,0.4015923423352394,1249.2394737921352,1.0,4.795536504009093,357191.1797901506,Profit
530413.4833851655,814851.5011703734,2435.0,0.4684119650065129,37468.22690255734,76.0,7.4578565652349935,73703.84925600815,Loss
924759.9714259899,153756.05342284878,2234.0,0.23724992016322652,20437.000571462322,65.0,2.3288883569029672,356023.35500352574,Profit
,,,,,,,,Profit
44046.62350379467,811219.8492053202,2093.0,0.056378318971842874,10510.45041826351,24.0,4.482022503581728,87836.1975013352,Loss
564870.9707202222,34922.41885139246,1486.0,0.3009685753703496,42734.164307555184,88.0,9.855151696177218,197216.87827485512,Profit
612356.4698350489,569513.3207027137,234.0,0.01661644744567526,17359.91668751069,49.0,4.138972336802588,290684.8999384212,Profit
,,,,,,,,Profit
694165.4119893519,101466.06426240155,2987.0,0.3361242516431485,26649.35305840166,57.0,8.873869455212635,126012.7464500439,Profit
300578.7015482225,512933.8991029303,1326.0,0.09406544217427487,39310.6423970945,99.0,7.802245502635887,292285.14385486866,Loss
152327.6555522968,438986.5620293842,3554.0,0.10806977194351142,30520.738828108162,50.0,4.333106655239413,467527.26314225345,Loss
752548.1426584752,93785.37667943502,3374.0,0.04024202592875865,48049.465118896595,46.0,3.973979932900001,178726.18311656459,Profit
204389.5570592202,244154.0841576891,2806.0,0.37622011510646597,47881.68368517726,10.0,6.7572374192813776,284526.8558783094,Loss
123017.37081479283,667618.7861745158,1681.0,0.229493062405469,45216.245043657065,88.0,3.0930839618697723,312042.32311372063,Loss
365783.41578752117,681485.9625910834,2823.0,0.4450953414897197,28692.56344836922,91.0,4.24465409109163,443649.1848030101,Loss
834426.5758463192,540821.0451659353,4472.0,0.18750701230079975,38645.26821353369,7.0,8.33621150761078,155476.586042541,Profit
91287.22483570987,103886.02566638832,1516.0,0.22327592758590878,15136.617235476508,14.0,2.8964348939818017,436476.55082993687,Loss
203605.7451540858,768517.1701618431,842.0,0.25251126708039345,29192.68602603026,99.0,8.453092115490612,336734.492227632,Loss
4805067.844702006,1595700.642398435,1033.0,0.4318459585077565,4258.213420397349,15.0,5.968103865157144,358468.6538984051,Profit
294770.50155862945,650239.8558125143,1420.0,0.15317133789108733,13908.171467687991,51.0,5.604095447863364,33152.816909017776,Loss
724444.3988361997,43112.914573982154,1222.0,0.03527398824257174,16941.72731335157,55.0,6.522579831265167,178271.01069824802,Profit
678153.4024659495,301987.71006554493,4097.0,0.31732378180226417,18700.84074200315,32.0,6.682747468570133,58998.89694055693,Profit
844091.1993763832,433133.62661494967,4921.0,0.41459343803054755,8889.80272919908,59.0,6.02500904918637,280783.2478379897,Profit
211804.7434966733,30027.822220570048,2258.0,0.2825661206879127,5079.938617006608,73.0,7.312862866412738,418814.5404405274,Profit
,,,,,,,,Profit
776987.1559226162,290424.6764051096,2199.0,0.31892999011088446,25074.813267554073,47.0,8.296526749165505,112802.02995069622,Profit
720404.5155108909,8843440.856397333,3356.0,0.4955915819183849,29642.091410950285,33.0,2.9908443959703197,152304.14679883642,Loss
46454.71324269996,702630.8799771497,2247.0,0.2912804663155561,7335.959771048644,33.0,7.429062278858775,286594.18280398205,Loss
563665.754680173,757423.3421874841,1646.0,0.1644560443856341,47436.881262714094,38.0,4.46875010522375,383766.5877950829,Loss
591976.2203855312,602427.6156926989,867.0,0.129371618014509,21254.343098528392,96.0,7.253751711511246,344930.1076487663,Loss
398880.6721088497,266693.08508854813,2838.0,0.4991310795153404,23024.165822643154,21.0,1.291810506717638,471085.2414315834,Profit
45712.58095528808,639955.8736538864,1578.0,0.4267067376860268,27801.343151273526,69.0,4.512638558077937,441936.14759898366,Loss
407902.60215434234,607998.1767017058,1661.0,0.14694791004822044,34816.19821133007,43.0,9.668095404363628,52455.98937735002,Loss
,,,,,,,,Profit
704861.6148758229,271997.7456905283,2386.0,0.40379839490498265,8014.354636490143,93.0,5.4938298496236575,196826.922834961,Profit
,,,,,,,,Profit
529774.727651438,305987.8108918449,3022.0,0.2381455728726678,13767.31783458829,46.0,5.42341603588012,237940.42737290426,Profit
,,,,,,,,Profit
454809.3581224023,74660.19136624606,3592.0,0.12286836103500687,31984.109413750066,91.0,4.045912718325915,208393.69880993507,Profit
270879.7991918989,723038.7930121827,2832.0,0.4007023197704081,48302.944738131286,56.0,6.083942486241919,410539.4592080018,Loss
230740.18916241854,335485.0775204705,2152.0,0.306458296361867,2645.665000973177,41.0,7.062000176419334,235967.3956503791,Loss
755225.3815731718,637439.9476815956,2539.0,0.3205381151648851,26424.528969221243,43.0,4.607866114023841,30189.248300889372,Profit
492673.1502644625,255532.3893188549,2068.0,0.10521949730785429,46870.083275537065,52.0,3.547352617786431,315173.73879896646,Profit
627845.1353679746,543804.6008937315,1587.0,0.07393200718574607,13502.190911103517,48.0,2.4001484847398786,390389.5013471647,Profit
476394.73431265244,36032.873593786615,440.0,0.01521401210265369,6502.659184619863,12.0,1.9107228373295673,157991.12098388784,Profit
820649.0422595831,99904.3332146342,3595.0,0.4584491069734559,30245.13391264247,7.0,3.1698931110532778,111071.10001820458,Profit
501878.8742506233,331254.08915945335,4442.0,0.18394497760856374,8457.454389909595,99.0,1.1758621343856712,320089.0926369326,Profit
988174.0776840554,245519.41820274357,4480.0,0.3814082555570448,44064.70670113923,44.0,7.841496498093253,176320.96147074245,Profit
250178.56857237732,321295.83509756805,1128.0,0.44338443761316215,36435.429206882465,6.0,2.00591926846032,452895.06097701436,Loss
147141.4203632085,837969.4792240275,4135.0,0.3032970077729056,6930.16595439724,19.0,9.090836154013505,383408.6185002516,Loss
379860.5537245614,71141.19982587587,907.0,0.21788596541779673,29294.947729317773,16.0,5.596371565439306,230596.4576099458,Profit
919470.0446303333,419144.0883329843,851.0,0.028947288629137313,2328.637404522452,11.0,5.112620588487181,487783.1338351947,Profit
,,,,,,,,Profit
254879.43598672477,323475.473826987,3252.0,0.1675974659951154,11066.449797429708,92.0,2.199977947565688,222310.7965903029,Loss
,,,,,,,,Loss
593050.3411379855,875780.5196605981,234.0,0.3843928861644257,6209.789872796332,35.0,7.054941401793043,256016.17447296827,Loss
300462.9259140789,626781.2968882419,3355.0,0.3584395167343945,24148.79551483759,60.0,1.8508393862723758,172193.6998102711,Loss
,,,,,,,,Loss
396148.99153829843,136796.5058011409,2215.0,0.03295463626948828,4649.418200987588,17.0,2.178595331984387,431840.2080587427,Profit
790732.612797358,167345.49490723325,4814.0,0.3064516753150217,15473.19919161717,39.0,7.593523227615828,99104.67775399263,Profit
199797.89113703716,789707.7894139179,4135.0,0.10261356469070675,39348.670902163096,4.0,9.501091683016549,158810.70676427617,Loss
451266.20423721283,548732.4961243662,1202.0,0.4865439303304964,23704.811069759937,48.0,7.825138680101645,99259.5449170643,Loss
486881.56296865933,713946.8475093707,2876.0,0.21046472135298464,32864.806343935415,71.0,8.414300303325478,256104.70879856616,Loss
939733.4765366293,204459.52824610315,2401.0,0.31568913204040006,40788.39871354026,48.0,6.585544298368789,80448.2249446577,Profit
310487.2366588085,316992.5025374911,1432.0,0.18227540067519227,39418.48093161614,82.0,1.0334212803703888,85568.56781328858,Profit
29450.10696124999,77525.90228475121,4289.0,0.11788638989268013,20373.305225835138,62.0,8.06676793666454,417146.6114732121,Loss
696793.9301171189,806548.9769733705,3283.0,0.3470590843784226,22100.54978530355,23.0,4.636931575481706,351513.7853822346,Loss
758233.5873782838,860938.1050599964,4726.0,0.4702370113851393,28984.85035533178,60.0,8.857416469138059,94252.27572161515,Loss
706002.0675114417,772430.143551264,4426.0,0.039145150063977424,7015.215635741148,28.0,6.155182743713394,193332.98788683422,Loss
703731.5913756449,396276.38118332654,2059.0,0.4143678226959625,43606.62546252971,42.0,2.724081157378086,458443.233451198,Profit
488395.1408617888,310315.56647272833,2052.0,0.1773804662935255,5580.762499452681,38.0,1.4938203348099304,435055.44820693583,Profit
28474.196435894934,419027.6929619935,3669.0,0.0692524869463994,10055.915646416617,83.0,5.995813595401966,327245.99489278893,Loss
732618.7955934474,575667.665191475,3173.0,0.3595043159777626,47295.212150049156,58.0,6.101744599773847,141991.69777626192,Profit
937154.987160279,391199.07257599174,1203.0,0.050410051719925505,14810.102829652742,63.0,8.740609239703728,186644.00784202572,Profit
165812.49198001195,382350.1489870332,2828.0,0.3665909256230043,12966.550450697678,59.0,1.348770113166445,326625.20864570036,Loss
77235.11649273163,390779.98857669067,1338.0,0.22354076674181944,21842.021273195554,21.0,8.391324519643437,280236.2674135576,Loss
272553.2356845313,671396.578618648,2652.0,0.0907216099263195,36490.00551460772,99.0,4.650702127470042,280313.6689816203,Loss
851295.9142850715,709177.8288755489,4187.0,0.08702418965636448,18944.917664225857,50.0,5.755040789519833,211685.48404431174,Profit
115085.70610839501,784131.798444004,1326.0,0.376619164159603,43861.51248766589,2.0,5.800516548848407,45115.328076843594,Loss
718016.7166674355,222473.61025351222,4328.0,0.41585502620811116,8318.678473023585,81.0,4.440933767367419,60773.7886458834,Profit
,,,,,,,,Loss
42461.12492903676,313889.4847956564,1071.0,0.3632141515262998,4792.609478463745,13.0,1.7094073686863274,442062.0014771088,Loss
892388.8572956619,381300.96316093445,3214.0,0.42559116935942126,15619.565796537314,56.0,2.86291279863855,446849.48464977095,Profit
772854.6306361804,633171.5545310985,604.0,0.21999120017657756,10778.285248261429,92.0,7.428381186106777,237292.49401050416,Profit
602599.198494178,683347.7382972131,2085.0,0.09216470851262587,23605.180844194212,17.0,7.140349697078948,467757.0405953302,Loss
180275.30123697678,885816.8158240648,4290.0,0.19486232887759103,49789.303539134584,45.0,7.078789325422708,418858.8211752926,Loss
286060.1380902682,343509.2527785405,677.0,0.48985012108976966,43558.514706581045,53.0,9.16920594609774,192080.19701297162,Loss
58118.44591996873,365255.24694196426,4654.0,0.22975957710555456,44853.253679232184,88.0,5.111841792556537,111507.47945388067,Loss
648909.2243384852,490161.57689761027,226.0,0.4627061454712335,41706.20314757108,98.0,7.832235440538614,364282.64445702,Profit
689224.962318056,739200.2526535613,4713.0,0.3543397544978041,14313.796238749943,37.0,7.0139414144780945,362652.0494064336,Loss
333540.6741819982,596535.9378762593,1282.0,0.37149482989838295,12089.897023494263,14.0,9.433340846809077,445089.50930197927,Loss
345032.15378373355,517530.18535926484,4800.0,0.10320408137641443,36873.42377253797,70.0,7.0282061000351534,25233.54458631777,Loss
632687.8700056996,585069.1568623347,2797.0,0.19067807246790777,30349.335475847503,41.0,2.622009465875192,176284.59129558472,Profit
946208.1157955647,420683.10080388346,4577.0,0.36886898418922776,11100.052699589423,56.0,7.698231895016418,17433.481989237054,Profit
400762.33199526306,684352.9443112588,1371.0,0.3312266474166956,48399.58171859979,44.0,4.221779663661472,105184.17470775332,Loss
498654.48161443643,72389.66139324078,4490.0,0.4326774822075901,21786.370709563897,22.0,3.2949105503281837,199802.9905968182,Profit
701293.2110912829,460576.45874783915,4108.0,0.11289574912917676,40906.82764082547,84.0,3.5033896843234404,61535.02577966341,Profit
3488977.4592661434,7268869.97723842,4202.0,0.3766714090382033,4616.515943697075,23.0,8.42571084104808,411143.095501248,Loss
870169.7375484065,275754.5743534025,606.0,0.02932705700296822,2723.147688849789,44.0,5.075658885617734,101440.72165573476,Profit
847719.735353362,759857.3564368472,3991.0,0.1569022210974496,23334.470198353625,32.0,5.2219024642225005,205669.08039786565,Profit
6775401.527737284,7056348.54893812,2808.0,0.3189418968242433,6850.175096582385,86.0,1.0961656393797756,400839.8135365257,Loss
541554.3634143922,524698.8858684688,4793.0,0.49022188944099776,48983.932717768825,87.0,3.431390491423744,58362.86376151051,Profit
983685.7170341082,230672.9777624508,4748.0,0.4947929891697414,40789.02190150708,84.0,8.950398035473818,309810.1311108635,Profit
705356.7147001543,775661.4230657603,3588.0,0.22518270175329397,23249.642076886576,37.0,5.4826188805688885,470256.5489160633,Loss
646794.3385002321,31822.143722343993,4794.0,0.3846913962810427,48996.25249845356,46.0,4.747451110317181,227143.89468157216,Profit
878049.7609190694,535299.3464121479,4718.0,0.3042438203930429,12675.417735304269,39.0,1.665800432142651,120064.8763895933,Profit
559440.7673978688,705395.3771220662,1762.0,0.3574570679369931,34269.78613164277,34.0,3.6406814397377847,471600.4428224761,Loss
250494.3212585787,439435.5722792211,709.0,0.3686543762471246,1858.942607460257,81.0,2.1808422125756097,27092.368474768093,Loss
146394.56021674484,97056.23253938579,3327.0,0.27818601820975725,19240.9871070151,79.0,2.479654244824346,155798.797814436,Profit
476321.82618869405,751413.5131747137,362.0,0.40882951510135335,4886.946317897198,85.0,4.049364279976741,408667.68535198807,Loss
520497.6144881631,818633.8236474268,1851.0,0.2964017689699473,19001.313789061474,1.0,1.6038432281647206,76968.22741702446,Loss
829417.2946410348,509162.1756615701,486.0,0.0593016576748165,19649.318271534234,38.0,8.004526926793602,42041.91813402841,Profit
148079.76270601235,709503.4145261148,1436.0,0.49470992856704715,19383.36748439955,98.0,6.596726377475434,229003.36611718562,Loss
684417.9217401061,551589.7341595006,4100.0,0.1588877291823415,21307.151574904645,29.0,8.19767929641998,165885.71249520988,Profit
311085.665476118,518088.24005787453,3138.0,0.4824520002993417,31225.813738574307,66.0,4.1306007575502655,398579.6465065108,Loss
939639.9423744121,122040.93884563095,2479.0,0.15338340363950811,10281.89008617876,20.0,2.999477195178253,168572.33457583122,Profit
475717.1366207199,395929.38868209603,1079.0,0.42804450330523025,12485.430181983327,42.0,6.309968997812458,334912.5494391713,Profit
626174.2374281184,612520.405983925,871.0,0.347897116028881,32626.127287468513,57.0,1.197508789847153,280097.17099734594,Profit
653607.10807325,411762.34040180803,95.0,0.1848663489739122,23845.624740777628,77.0,1.8012053748925552,298496.5025489202,Profit
100095.02445423225,557899.2666214891,3469.0,0.46962198303141645,8934.055367337569,8.0,7.673153691809379,255570.8199942322,Loss
853673.1118459819,805853.7714366479,2651.0,0.29574175279805753,39574.95267326485,87.0,8.986497634886641,67730.37625951128,Profit
172594.05572414323,332768.3603504662,4283.0,0.41658370925906146,46613.1795476462,59.0,2.849293591398748,31016.936324676004,Loss
403444.93568777345,746495.5303895035,1871.0,0.4005008269330305,23801.428318376416,11.0,8.118939561154814,271949.21332212386,Loss
675838.0497404144,30995.439694704426,3174.0,0.032728229377967176,31087.470215740876,87.0,4.452938972693341,324711.9041710568,Profit
64667.7020975929,768132.7364022061,3791.0,0.14174197110022121,40951.88095387053,36.0,4.743355503078737,362664.2556616608,Loss
584619.6106932012,100476.18021915965,1259.0,0.24138567853862358,48223.850660630604,28.0,8.956174368487547,361070.33643369406,Profit
415816.9710265665,292689.44786563085,4572.0,0.46717995724034095,48488.28535760576,81.0,6.589362996096975,370155.8860168458,Profit
73214.0802020884,464533.01628171524,895.0,0.040606007342029966,46219.03855985236,72.0,8.307328357342154,10161.007430606605,Loss
729127.2098415287,586781.4510174624,3987.0,0.10096540173851659,40984.54820119466,1.0,7.981897968340625,111748.9475134849,Profit
506320.0586881383,858035.2118055981,3396.0,0.3160164891739181,21863.13816245314,93.0,6.166828000736427,364795.6148812188,Loss
310405.772352681,279792.17508982454,4994.0,0.3298228377243866,33812.48302674238,52.0,7.730722791519531,61790.88879644717,Profit
93484.5184587098,81387.13786296098,4085.0,0.09035098595783976,38407.62460543351,3.0,7.373874026724267,93290.38699501773,Profit
551999.4634138276,415657.86867897643,2148.0,0.47466714368292207,5503.196438722896,13.0,5.322551546951432,329801.0811071163,Profit
312903.0499744409,314015.0396359856,3477.0,0.09664937730630081,6701.865122601308,97.0,2.3665411467827613,404089.0168812703,Loss
947217.3890843145,542106.612145919,72.0,0.09934843184547662,35564.57554205535,23.0,3.3973917220206387,81240.79318417776,Profit
595601.018863645,830890.3661629653,4120.0,0.32141833689622523,33678.78735986502,87.0,4.3873748548595,275413.76675970876,Loss
292214.4572690091,580805.5046848633,1787.0,0.21651720019136692,40389.02783129299,34.0,6.280200931619614,90672.1503372625,Loss
533331.8691920582,522322.75943150575,4040.0,0.022745712721107748,10044.360893322755,26.0,3.679991937767417,104295.30016904598,Profit
544100.4350887316,225245.70049493978,3072.0,0.4610493470369568,46897.317782717364,5.0,2.8482868522951255,240987.52514624095,Profit
729493.9876485331,241963.95014317936,1906.0,0.04681951061091193,12679.441687555722,8.0,1.3199397590055593,336936.8386957379,Profit
903180.2999351477,395287.9248461791,2790.0,0.08659546013753822,7619.883324258116,81.0,2.912722135799318,287094.1483989992,Profit
962967.6853362792,802706.6835834269,3215.0,0.4495809640547557,16892.42775940698,25.0,5.851708747802309,46211.483275548024,Profit
720711.8625530804,523637.9296270002,825.0,0.14490274516036986,40619.636407922415,87.0,2.2565922197261217,142780.51781114875,Profit
550454.1084865927,447709.7515868417,1560.0,0.4106626888474821,2383.7067782486674,55.0,1.264200091382477,469082.69200297166,Profit
232682.76560815933,490580.0312263454,3622.0,0.09365003056126389,12114.713476831463,28.0,1.67223010697275,313821.32016050804,Loss
408999.1224918141,751235.1059605931,3523.0,0.03361025851884391,47824.44302345873,98.0,9.568949831761778,329061.58290856733,Loss
493901.1009809767,611715.4247806317,3681.0,0.1250180452310402,1833.4777079896144,8.0,1.3192503025453148,105572.70286417614,Loss
137087.44156618958,835045.3692406266,2219.0,0.37358775808388367,14634.62824735926,19.0,5.251008428261151,479117.15797782113,Loss
263839.7684224823,525658.0904402937,3079.0,0.3346706991202509,16962.836311503408,13.0,7.194465690321568,103255.37568987408,Loss
984608.080218871,180445.59972605386,436.0,0.16220351676292755,46271.66089097824,26.0,3.008042887291924,125580.90956623785,Profit
759123.1514119448,21759.63330734569,33.0,0.32040515192322555,42709.21893926159,39.0,9.677663557682376,255048.30441233094,Profit
487186.63593855035,288816.94663549075,1314.0,0.33584154452645454,23544.346004830204,51.0,1.2043294774121907,247986.28681453504,Profit
233772.2390961462,61148.74266400863,3506.0,0.2866944631497046,16560.286333704338,6.0,8.92083284790412,16313.917792096567,Profit
577713.1874416496,369323.20275151497,2686.0,0.4684068686609096,47276.96078908369,13.0,4.523486777256697,371889.56362094835,Profit
239556.41787479227,173161.7020429548,3957.0,0.39887419290346116,10226.72796984304,52.0,4.45451888208994,48227.03161910175,Profit
201177.67816390726,367397.37081560516,4404.0,0.40982738075311304,24364.221388322247,87.0,5.249887792454037,27017.66456050958,Loss
102818.81804683352,362286.9287295443,3088.0,0.2186882301027349,21503.47765769054,36.0,9.742624737639852,253580.89057328177,Loss
352394.50726167706,252260.817210023,557.0,0.3451107197015193,46825.03798629049,17.0,6.652769245195102,24123.915688657125,Profit
546305.9562653536,589273.3878597491,2328.0,0.0998421220960762,38034.71434633907,65.0,8.907160428281813,100337.40488429015,Loss
167734.34176013127,392923.2623423286,2127.0,0.1550179034018821,23705.45194935124,43.0,1.2504310651740438,195474.14925339108,Loss
2084311.236092439,8046433.94490167,2285.0,0.25618557193538954,30745.591915791305,13.0,9.0724602290391,301558.4079477926,Loss
397227.8360460285,73091.96568075044,206.0,0.40996238902601334,45468.563359250234,92.0,2.9211489800487174,391373.2502266764,Profit
494636.3225813203,372508.1114262957,1547.0,0.17509674437442832,41730.199440149474,63.0,3.834625636405779,144775.47436045052,Profit
,,,,,,,,Profit
570961.8833942,447609.0780608362,3241.0,0.47909728124276585,45850.60572922386,78.0,9.235675999657106,477041.2772089399,Profit
621524.0594822882,869642.7390332823,378.0,0.1492080115887421,19634.061290885034,14.0,5.734936114375259,195107.3538652373,Loss
699248.3478057618,161466.55859334997,3238.0,0.31285198761062466,36925.84210028812,71.0,1.8106759385432474,354823.8168881446,Profit
456473.1051169991,287841.65414655715,826.0,0.059266404660104334,1789.6406458963843,41.0,4.576933583702459,135681.72934558132,Profit
349702.00129703945,108957.88204142844,1501.0,0.211721267096447,29565.715004824273,43.0,4.430518664790856,311607.09506201383,Profit
802416.5334686699,225823.03831044942,3548.0,0.17174408145779652,7711.96644666966,63.0,1.4574395692948867,402365.1109517072,Profit
830037.2128790334,606916.3654473264,729.0,0.01640534386014989,26690.738034168568,82.0,4.128624996733167,457112.3086253432,Profit
162442.27096182233,440816.6676048583,2772.0,0.29675320448034503,13079.054372977605,41.0,3.6360759723678697,468760.2411498188,Loss
953835.8297662351,150050.17059236453,3397.0,0.17239686275036506,19653.46906235313,9.0,9.275187226781014,151016.62211848565,Profit
930623.5084894337,429852.08704504545,4744.0,0.1333202421789908,39816.065171121285,20.0,8.261048132718305,100440.4741574365,Profit
872169.034633106,763424.3056842518,805.0,0.4473725029879547,3871.635766140451,21.0,2.44079318450982,407019.3891797259,Profit
428431.8345020568,398644.14264933346,2399.0,0.12251396774304067,27332.67081337916,25.0,9.384015162865321,314807.9225767158,Profit
843756.6264451988,16827.00344914599,2212.0,0.20868794621513884,8098.805743276502,66.0,7.688464740321782,207235.4313241615,Profit
631777.9734383204,54154.777296946835,3217.0,0.47522019636023777,29088.81259088311,30.0,5.417625893208811,18137.12001979434,Profit
213340.79192357315,397117.69861154055,2513.0,0.049350430075925315,32046.065608019846,72.0,4.893949099529245,153858.6155220138,Loss
777134.1893573948,535954.387516192,1892.0,0.4698329997773002,9922.210942432626,25.0,9.341595134492328,55672.12544578082,Profit
412034.04515204555,798447.0490821471,2185.0,0.20120523829634698,1292.368672910436,94.0,3.749606696736479,245980.6347580255,Loss
299242.92502488685,883855.5562097571,1412.0,0.39755451147125587,5187.212312537427,30.0,4.3353083623858435,413699.6520848083,Loss
879509.2941264928,882436.6182132472,1997.0,0.18438949928760456,34791.031054006,77.0,7.220491660509776,156297.40066217695,Loss
863654.5009771233,504315.11096883484,105.0,0.21361968901952103,19624.842507770154,31.0,7.833581478654676,178797.23447001743,Profit
865729.5117817542,36978.730273732705,824.0,0.22451151329823354,19271.854853808192,96.0,3.944509628327145,391593.49156183936,Profit
860928.3247932595,196066.5015400252,2670.0,0.4739361324688738,34902.63178322367,36.0,9.298071223825096,228039.9041573713,Profit
558686.8034603152,393726.88531485584,1151.0,0.279624659302816,25359.48750954464,41.0,3.3049481456930283,334093.856495343,Profit
620751.1249947262,792309.9845588313,2579.0,0.11626929866178584,32217.175262573728,61.0,4.127489794182512,94312.54422755264,Loss
949376.9063722932,24295.21967746128,3198.0,0.3096403985270284,46047.114412223615,29.0,2.7691587636646693,125470.73531604785,Profit
138047.72151858782,460858.7944118748,3429.0,0.44584087240876147,25836.34226914157,34.0,5.8337843052776055,317492.0939597606,Loss
808198.7728233616,589851.5950873224,4329.0,0.1150466740274401,32263.722692081872,19.0,9.993456563878908,55972.41446564244,Profit
5310050.612216692,2629657.006183294,2305.0,0.1754019404497629,32345.955390663697,90.0,7.462489329099627,87634.6071207037,Profit
978623.4526804566,287532.1419742522,4028.0,0.29001685369687247,27200.226710976134,5.0,5.241856784612217,158807.83940365957,Profit
642831.5084080847,352642.19035587244,984.0,0.4937564041591794,33557.23811325317,20.0,9.846339440276338,90229.93279887576,Profit
170918.74776591035,250761.87284034875,1871.0,0.23802589858867465,41882.92047008336,78.0,1.4425690641980158,487725.10502016544,Loss
817336.0686943695,396283.6400438961,658.0,0.2963310220180133,40583.72593010776,29.0,3.5731137454659576,128066.73433418975,Profit
675944.8486330638,146493.18912479328,751.0,0.07630116579638554,3806.2084758955248,3.0,8.543056581702732,477297.75402818015,Profit
